7	PARP3	1	AKT3	0.422692	0.000000
9	RAD50	1	AKT3	0.303165	0.373737
11	CDK2	1	AKT3	0.462012	0.000000
23	IKZF1	1	AKT3	0.386461	0.000000
25	SEMA3A	1	AKT3	0.244360	0.000000
29	NDRG1	1	AKT3	0.462012	0.000000
35	CTCF	1	AKT3	0.268200	0.000000
36	GNA13	1	AKT3	0.462012	0.000000
42	CHD2	1	AKT3	0.194896	0.289256
58	CREBBP	1	AKT3	0.329393	0.586667
70	CTNNB1	1	AKT3	0.415059	0.611765
76	DAXX	1	AKT3	0.475729	0.536364
81	DOCK2	1	AKT3	0.415059	0.611765
90	ARID2	1	AKT3	0.460306	0.662500
91	EPHA2	1	AKT3	0.324747	0.391608
92	EIF4A2	1	AKT3	0.386461	0.000000
102	EPHB2	1	AKT3	0.421417	0.479339
113	ERCC3	1	AKT3	0.151719	0.000000
115	AKT2	1	AKT3	0.353097	0.000000
126	FANCA	1	AKT3	0.303165	0.373737
154	KIF1B	1	AKT3	0.351419	0.545946
155	FLI1	1	AKT3	0.422692	0.000000
164	SF3B1	1	AKT3	0.222477	0.000000
166	SUZ12	1	AKT3	0.462012	0.000000
174	NUTM1	1	AKT3	0.448100	0.506494
183	GATA3	1	AKT3	0.353097	0.000000
220	HCK	1	AKT3	0.268200	0.000000
227	HLA-B	1	AKT3	0.184003	0.000000
234	APC	1	AKT3	0.493896	0.801887
244	XIAP	1	AKT3	0.462012	0.000000
253	IGF1R	1	AKT3	0.124705	0.000000
257	IL2RB	1	AKT3	0.244360	0.000000
272	KCNH2	1	AKT3	0.153419	0.257576
290	SMAD2	1	AKT3	0.386461	0.000000
293	MAX	1	AKT3	0.422692	0.000000
297	MDM2	1	AKT3	0.462012	0.000000
311	MSH5	1	AKT3	0.475729	0.536364
318	MYC	1	AKT3	0.462012	0.000000
334	NOTCH2	1	AKT3	0.351419	0.545946
354	PDGFRA	1	AKT3	0.055032	0.000000
355	PDGFRB	1	AKT3	0.421417	0.479339
365	PIK3C2A	1	AKT3	0.244585	0.327273
367	PIK3C2G	1	AKT3	0.371029	0.431818
376	PLK1	1	AKT3	0.386461	0.000000
387	POU5F1B	1	AKT3	0.353097	0.000000
393	FAM46C	1	AKT3	0.386461	0.000000
409	PRKCA	1	AKT3	0.475729	0.536364
413	HDAC8	1	AKT3	0.422692	0.000000
418	MAPK8	1	AKT3	0.353097	0.000000
421	PRSS8	1	AKT3	0.386461	0.000000
422	B2M	1	AKT3	0.322393	0.000000
426	BACH1	1	AKT3	0.422692	0.000000
431	RPTOR	1	AKT3	0.415059	0.611765
474	ROBO2	1	AKT3	0.393245	0.588571
475	ROS1	1	AKT3	0.483652	0.690323
477	BCR	1	AKT3	0.483652	0.690323
485	PRDM1	1	AKT3	0.222477	0.000000
493	NSD1	1	AKT3	0.166382	0.267532
513	BRCA1	1	AKT3	0.415059	0.611765
515	BRCA2	1	AKT3	0.275670	0.473171
521	STAT4	1	AKT3	0.386461	0.000000
527	SYK	1	AKT3	0.202404	0.000000
539	TFE3	1	AKT3	0.322393	0.000000
551	TP53	1	AKT3	0.049482	0.000000
558	TUBG1	1	AKT3	0.322393	0.000000
560	TYR	1	AKT3	0.386461	0.000000
